日期,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,興達#2,興達#3,興達#4,大林#1,大林#2,和平#1,和平#2,麥寮#1,麥寮#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),大林(#3-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,太陽能發電
20180423,33016,31487,1529,4.86,364.944,255.107,0,0,97.8,0,0,93.8,0,76,52,52.5,51.8,51.9,53.9,52.4,0,52.8,51.1,53,0,47.9,53.1,52.8,75.8,0,60.1,60.1,56.7,56.9,0,90.6,357,194.4,191,105.5,94.5,91.5,45.6,60.1,50.3,51.9,68.5,90.8,123.5,0,23.4,11.7,7.3,12.9,8.3,6.1,6.4,0.7,3.5,1,21.7,103.5,3.9,0,2.8,0.4,0.4,8.5,2,85
20180424,32818,31110,1708,5.49,368.681,257.718,0,0,97.6,0,0,93.9,0,76,52.3,52.5,51.8,52.1,53.9,52.5,0,52.8,51.5,53,0,46.2,53.2,52.8,75.8,0,59.8,60.1,56.8,56.9,0,91.7,388.6,195.2,194.3,105.1,94.5,92,46.5,60.1,50.9,52.6,66.3,99.4,137.2,0,18.4,12.7,4.8,3.7,4.3,3.8,2.5,0.7,2.1,0.8,19.9,77.1,0.5,0,0,1.8,0.1,8.1,7,32.9
20180425,31619,29570,2049,6.93,353.394,247.033,0,0,97.7,0,0,94,0,75.9,53.3,52.6,51.8,52.1,53.9,52.5,0,52.8,50.7,53,0,47.7,53.2,53.1,75.7,0,60,60.2,56.9,56.7,0,98.7,364,196.5,195.2,93.1,94.5,93.2,46.6,60.1,51.4,52.4,68.6,50.2,68.9,0,0,11.7,3.3,3.5,4.8,4.2,2.8,0.7,5.5,1.8,18.4,36.5,0.5,0,0.6,1.9,0,8.4,34.2,46
20180426,32008,29944,2064,6.89,356.264,249.038,0,0,97.8,0,0,93.8,0,75.9,53,52.5,51.9,52,54.1,52.2,0,52.8,50.3,53,0,47.8,53.3,51.9,75.7,0,60.2,60.2,56.8,56.9,0,102.3,391.5,197,192.9,92.8,94.6,92.7,45.9,60.2,51.4,52.6,68.3,57.7,70.9,0,0,11.3,0,2.1,4.8,4.2,2.7,0.7,2.9,1.1,28.8,50.1,2.8,0,3.1,1.9,0,6.6,14.3,66.3
20180427,32443,30356,2087,6.87,358.771,250.791,0,0,98,0,0,93.6,0,76,52.7,52.5,51.9,52,54.1,52.2,0,52.7,50.1,53,0,47.8,53.3,52.4,75.8,0,60.1,60.3,56.8,56.9,0,101,380.1,196.6,188.1,93.1,94.5,92,46.7,59.9,51.4,52.4,68.7,98.3,89.9,0,0,11.5,2.2,4,4.8,4.2,2.9,0,3.9,1.8,14.6,43.4,0.5,0.9,1.4,2.1,0,7.3,18.1,64.6
20180428,28710,26835,1875,6.99,331.936,232.032,0,0,98.2,0,0,93.7,0,75.9,16.6,52.3,51.7,52.1,54.1,52.2,0,52.9,18.1,53.1,0,47.9,53,52.9,75.7,0,60.1,60.2,56.9,56.8,0,44.7,362,195.3,173,104.1,94.6,43.8,0,59.9,48.4,0,66.3,91.9,108.3,0,0,11.5,3.3,4.4,4.8,4.2,2.8,0,4.9,2.2,14.6,34.4,0.5,0.9,4.5,2.7,0,17.4,5.3,0
20180429,27862,26074,1788,6.85,314.553,219.882,0,0,98.2,0,0,93.8,0,75.9,18.2,52.5,52,52.1,54.3,52.3,0,52.9,52.3,53,0,47.6,52.9,52.7,75.8,21.9,57.5,57.4,52.2,52.2,0,48.8,373.7,196.2,210.6,104.4,94.6,45.9,46.7,0,0,0,0,0,108.9,0,0,11.7,6.6,6.3,4.5,3.9,2.5,0,5.3,1.9,36.2,69.8,0.5,0.9,3.9,3.1,0,16.1,0.1,0
20180430,32159,30086,2073,6.89,353.337,246.992,0,0,97.8,0,0,93.8,4.4,75.8,24.7,52.6,52,52,54.2,52.2,0,52.8,52.1,53.1,0,47.8,52.9,53,75.8,34.2,60.2,60.1,56.9,56.9,0,107.2,379.4,194.2,188.3,106.6,94.5,92,0,60,50.7,53.3,66.4,93.5,107.9,0,0,12.3,2.6,3.5,4.5,3.9,2.7,0,4.2,2,22.6,27.7,0.5,0.8,0,2,0,8,2.7,73.2
20180501,30453,28665,1788,6.24,317.89,223.629,0,0,98,0,0,93.7,56.5,75.9,26.4,52.5,52,52.1,54.1,52.2,0,52.8,51.8,53.1,0,48,53,52.7,21,0,60.2,60.2,56.8,52,0,59,391.5,195,208.6,106.7,94.5,46.1,45.8,60,51.1,53.6,66.4,48.4,107.4,,0,12.7,3.2,3.9,4.7,4.1,2.7,0,4.4,1.8,18,52.7,2.7,0.8,3.7,0,0,20,0.8,0
20180502,33931,32351,1580,4.88,347.624,244.547,0,0,97.5,0,0,93.7,64.2,75.8,39.1,52.5,51.9,52.1,54.1,52.2,0,53.1,52.2,53.1,0,47.8,52.9,52.8,75.8,0,60.1,60.1,56.7,52.1,0,105.9,408,191.4,206.1,105.6,94.5,91.1,44.5,60,50.3,53,66.5,97.1,142.5,,34.3,12.5,5.9,4.3,4.7,4.1,2.8,1.8,2,0.5,19.3,36.4,3.1,0.8,1.6,1.9,0.2,13.3,10.8,89
20180503,32791,30659,2132,6.95,337.957,237.746,0,0,97.8,0,0,93.8,76.1,76.3,42.1,52.5,52,51.9,54.2,52.2,0,53.1,52.3,53,0,47.8,52.8,51.3,75.8,0,60.1,60.2,56.8,54,7.3,107.8,401.3,135.2,184.2,96.2,92.8,91.5,0,59.9,45.1,51.9,66.3,89.1,94.6,,3.2,12.9,3.1,5.7,4.7,4.1,2.7,0,3.8,2,16,30.3,0.5,0.8,0.6,2,0,12,51.2,88.5
20180504,32728,30638,2090,6.82,333.49,234.603,0,0,98,0,0,93.8,75.6,75.9,52.8,52.7,51.9,52.2,54.2,52.3,0,53.1,52.4,53,0,47.9,52.9,52.9,75.8,0,60.2,60.2,56.8,56.9,56.7,117.8,376.4,156.4,190.7,105.6,94.5,91.9,46.2,59.9,0,52.8,68.5,49.9,94.6,,0,11.7,3.5,6.5,4.7,4.2,2.7,1.8,2.7,1.5,15.2,52.2,0,0.8,0.8,2.1,0.2,11.5,5.2,55
20180505,29339,27477,1862,6.78,312.52,219.852,0,0,98.1,0,0,93.6,75.6,75.9,52.8,52.6,51.9,52.2,54.1,52.2,0,38.3,52.4,53,0,47.7,52.8,36.3,76,0,56.6,49.1,26.3,56.9,0,61.5,396.7,139.9,182.6,86.4,94.6,45.9,0,60,35.7,0,68.7,49.7,93.9,,0,11.8,3.5,6.8,3.1,3,1.8,0,5.3,2.1,15.5,55.4,0,0.7,0.8,2.6,0,8.2,1.7,74.2
20180506,29436,27517,1919,6.97,302.099,212.52,0,0,97.5,0,0,93.4,75.6,75.8,52.8,52.4,52,52.2,54,52.6,0,52.8,51.9,53.1,0,47.5,52.5,52.1,75.8,76.6,56.9,54.2,27.2,52.1,0,75.2,400.4,160.2,197.7,96.2,94.5,0,0,0,0,52.5,0,100.1,106.4,,0,12.1,4.7,5.8,4.4,3.8,2.6,0,5.9,1.9,24.1,32.7,0,0.7,3.9,2.3,0,18.1,10,0
20180507,34568,32762,1806,5.51,351.128,247.012,0,0,97.5,0,0,93.6,75.7,75.7,52.8,52.6,52,52.1,53.4,52.6,0,53,52.4,53,0,47.9,52.3,52.6,76,76.6,60.3,60.1,57,52.1,0,115.9,385.3,185.1,205,93.8,94.5,90.9,44.1,59.9,49.9,51.4,68.6,96.1,104.7,,27.9,13.1,3.1,5.4,4.9,4.5,3.1,1.9,1.6,0.9,14.9,69.1,0,0.8,2.3,2,0.4,9,25.6,62.5
20180508,33882,31729,2153,6.78,347.632,244.552,0,0,97.4,0,0,93.7,75.8,75.8,52.8,52.3,51.8,52.1,53.3,52.5,0,53,52.3,52.9,0,47,52.4,51.2,76,64.8,60.3,51.9,57,56.3,0,130.5,411.1,147,186.5,95.2,94.5,92,46.5,59.9,50.3,52.4,67.8,94.3,93.8,,0,13,3.2,2.9,3.1,3.1,2.4,1.8,2.3,0.8,16.8,55.3,0,1.1,3.1,7.9,0,11.9,6.6,55
20180509,32204,30104,2100,6.98,332.656,234.016,0,0,97.5,0,0,93.7,75.7,75.9,52.2,52.3,51.8,52.2,53.2,52.6,0,52.8,51.7,53,0,47.6,50.3,52.8,75.9,37.5,60.2,60.1,57,57,42.8,130.2,391.1,104.7,177,59.4,94.6,92,46.9,0,51.9,54.4,67.6,95,93.5,,0,12.4,2,1.9,2,2.1,1.1,1.8,2.5,0.8,20.5,33.9,0,1.1,3.1,3.7,0,10.9,23.3,42.4
20180510,32262,30174,2088,6.92,329.666,231.914,0,0,97.6,0,0,93.6,75.8,75.8,53,52.4,52,52.2,53.3,52.6,0,52.8,52.2,53,0,46.7,53,53,75.8,76.4,60.2,60.2,57,57,56.9,121.9,344.4,105.7,176.2,71.9,94.5,39.7,0,59.9,51.2,45.5,66.4,91.3,93.3,,0,11.7,3.1,2.9,5.7,5.1,4.2,1.8,3.5,1,16,33.6,0,1,0.8,4,0,11.9,51.5,54.4
20180511,32825,30735,2090,6.8,335.188,235.798,0,0,97.6,0,0,93.7,75.7,75.8,52.9,52.7,51.9,52.2,53.3,52.6,0,52.6,51.5,53,0,47.8,52.6,51.6,75.8,62,58.5,6.9,56.9,56.9,57.2,119.1,326.8,148,192.3,105.2,94.5,92,46.2,59.9,51.2,52.7,66.4,74.5,94.3,,0,11.7,2.9,2.8,5.2,4.6,3.7,1.9,1.7,0.3,16.8,35.4,0,0.9,2.6,2.7,0.3,11.1,5.5,81.3
20180512,29347,27439,1908,6.95,313.183,220.318,0,0,97.4,0,0,93.6,75.7,75.7,52.9,52.4,10.1,51.9,53.3,52.6,0,52.8,52,53,0,48.1,52.6,52.4,79.2,21.6,60.3,60.1,56.9,56.8,57.2,80,295.9,146.4,170.1,97.2,94.5,46,0,59.9,0,52.9,66.4,0,103.2,,0,11.9,2.9,3.2,3.8,3.5,2.5,1.9,6.3,2.1,16.9,37.9,0,0.8,1.7,2.6,0,12.3,2.5,78.1
20180513,28978,27088,1890,6.98,299.166,210.457,0,0,97.6,0,0,93.7,75.7,75.7,52.5,52.4,51.7,51.8,53.4,52.6,0,52.8,51.5,53,0,47.7,52.9,52.8,22.2,76.4,56.3,56.9,57,56.9,52.3,77.7,336.2,170.9,159.1,95.2,94.5,0,45.7,59.9,0,53.3,0,0,106.6,,0,12.4,3.4,3.1,3.8,3.5,2.5,1.9,5.4,1.7,44.4,35.4,0,0.8,2.9,2.2,0,16.2,1.1,0
20180514,34906,32914,1992,6.05,347.687,244.59,0,0,97.4,0,0,93.5,75.6,75.8,52.8,52.4,52,52.1,53.4,52.6,0,52.8,52.3,53.1,0,47.8,53,52.8,75.8,76.6,60.2,60.1,57,56.9,57.2,123.7,347.2,157.4,186.8,106.3,94.5,90.8,44.8,60.1,50.2,52.7,68.6,72.2,107.2,,0,12.6,6.9,11.2,3.8,3.5,2.3,1.9,4.3,2.1,64.6,80.5,0,0.7,2.5,2.6,0,7.2,4.5,89.5
20180515,35241,33518,1723,5.14,362.92,255.306,0,0,97.4,0,0,93.3,75.6,75.7,54,52.3,51.8,52.1,53.3,52.5,0,52.9,52.2,53.1,0,47.5,52.9,53,75.8,76.6,60.2,60.1,57,56.7,57.2,109.8,404.3,156.6,189.8,106.2,94.5,91,45.6,47,50.2,52.7,68.6,71,139.9,,42.6,13,6.4,8.8,8,6.5,5.1,1.9,5.8,2.2,21.7,62.3,0,0.7,2.8,3.1,0,8.3,5.1,90.8
20180516,35790,34235,1555,4.54,371.263,261.176,0,0,97.7,0,0,92.6,75.7,75.8,53.3,52.6,51.8,52.2,53.4,52.5,0,52.9,51.6,53,0,47.9,52.9,52.8,75.8,76.6,60.2,59.7,56.9,56.7,57.2,116.1,406.9,145.1,189.5,109.5,94.5,90.9,44.9,60.1,49.1,52.4,68.6,69.6,152.9,,44.7,13.6,6,9,7.5,6.5,5.2,1.9,3.6,1.8,37.1,69.5,0.5,0.7,2.9,3,0,17.4,11,92.9
20180517,36456,34692,1764,5.09,377.995,265.911,0,0,97.6,0,53.4,93.8,75.7,75.8,53,52.7,51.9,52.1,53.3,52.5,0,52.8,51.6,53,0,47.6,52.8,52.9,75.9,76.6,60.3,60.1,56.9,56.3,57.2,128.1,407.3,145.2,190.5,109.3,94.5,90.8,44.8,60.1,49.3,52.5,68.5,71.9,153.1,,41.5,13.9,6.1,10.6,7.7,6.8,5.3,1.9,4.2,1.7,17.6,67.6,0,0.8,3.1,3.3,0.3,18.2,13.7,92.9
20180518,36837,35061,1776,5.07,377.045,265.243,0,0,97.7,0,90.5,93.9,75.8,75.8,53.5,52.7,51.9,52.2,53.2,52.5,0,52.7,52.3,53,0,47.8,52.9,52.6,76,76.5,60.3,60.1,57,56.7,56.3,119.8,408.1,144.9,205,105.6,94.5,90.1,44.4,60.1,49.4,52.3,68.6,72.5,143.9,,44.8,13.6,6.1,5.8,3.9,3.5,2.2,1.9,1.2,0.3,17.4,64.7,0.5,0.7,3.7,2.6,0.3,18.6,17.9,97.1
20180519,32699,30567,2132,6.97,347.535,244.484,0,0,64.4,0,94.4,93.9,75.7,75.7,53.3,52.4,51.7,52,53.2,52.5,0,48.7,51.6,53,0,47.7,52.9,52.7,0,76.4,60.3,60.1,57,56.9,57.2,90.7,392.3,156.1,197.4,102.2,94.5,44.3,44.6,59.6,0,0,67.7,48.3,104.1,,0,14.3,1.6,3,4.7,4.1,3.1,0.2,4.2,2.4,15.6,39.8,0,0.7,3.3,2.5,0,18.3,9.9,104.6
20180520,31435,29607,1828,6.17,329.814,232.018,0,0,92.2,0,94.3,93.8,75.7,75.8,53.2,52.2,51.7,52.1,53.2,52.5,17.4,0,50.7,52.4,0,47.6,52.6,52.9,0,76.3,57.4,56.3,42.2,56.8,57.2,89.8,411.7,174,202.8,104.2,94.5,45.8,46.1,0,0,52.3,0,74.6,89.9,,0,14.3,3,9.4,4.8,4.4,2.9,0,4,1.9,32.5,79.5,0,0.9,3.1,2.2,0,10.3,0.3,0
20180521,36100,34269,1831,5.34,367.522,258.544,0,0,97.7,0,94.1,93.6,75.7,75.8,53.1,52.5,51.7,52,53.3,52.5,42.4,0,50.7,53,0,47.9,52.9,52.5,0,76.5,60.2,60.1,56.9,56.7,57.2,126.1,411,171,204.4,105.6,94.5,91.3,45.3,60.1,50.3,51.9,68.5,72.2,139.4,,45.5,13.8,5.6,8.6,6.4,5.6,3.8,3.9,4.5,1.5,18.3,52.8,4.8,0.8,3.4,2.7,0.3,18.8,2.1,84.9
20180522,36648,34776,1872,5.38,376.947,265.175,0,0,97.7,0,94.2,93.6,75.6,75.5,52.9,52.3,51.6,51.8,53.2,52.5,51.7,53,50.5,52.8,0,47.8,52.9,52.9,0,76.6,60.1,60.1,56.9,56.8,57.2,123.5,409.2,174.6,205,105.5,94.5,90.6,44.7,60.1,49.9,51.7,68.5,71.5,118.2,,45.1,14.2,3.1,3,4.1,3.6,2.4,3.9,2.9,0.9,18.9,76.5,5.6,0.8,4.7,4,0,19.7,1.2,88.3
20180523,36398,34892,1506,4.32,373.15,262.504,0,0,97.4,0,94.4,93.8,75.6,75.8,52.3,52.5,52,51.8,53.1,52.5,52,53,51.2,53,0,47.7,52.9,52.9,0,76.4,0,60.1,56.9,56.9,57.2,123.2,407.7,189,205.8,105.7,95.4,90.5,45.5,60.1,50.2,52,68.6,72.1,141,,44.9,14.2,5.8,10.2,4.5,4,2.7,2.8,3.6,1.3,36.5,64.3,0.5,0.9,4.1,2,0,16.8,1.4,107
20180524,36459,34099,2360,6.92,368.514,259.242,0,0,97.5,0,94.3,93.7,75.6,75.8,52.8,52.5,51.7,52,53.3,52.5,52.1,52.8,51,53,2.3,47.8,52.8,52.5,0,76.5,60,60,57.1,56.8,57.2,137.5,424.1,181.5,197.8,105.7,94.5,91.6,45.6,60.1,50.3,51.6,66.5,72.4,103.2,,0,14.4,3.1,2.6,4.4,4,2.5,3.8,3.1,1.9,14.4,47,0.5,0.8,1.2,2,0,19.5,4.1,85
20180525,36982,35023,1959,5.6,374.971,263.784,0,0,97.6,0,94.1,93.5,75.6,75.8,52.8,52.6,52.2,52.2,53.2,52.5,52.7,52.8,51.4,51.6,26.6,48,52.4,52.5,0,76.5,60.2,60,57,56.9,57.2,132.5,430,154.2,202.6,82,94.5,90.3,44.9,60.1,49.3,52,68.7,71.5,137.4,,36.8,14.1,3.7,8,4.4,3.9,2.6,3.8,3.8,1.3,16.2,60.7,5.6,0.8,1.9,2.7,0,18.3,11.4,89.9
20180526,32536,30416,2120,6.97,347.016,244.118,0,0,97.3,0,94.6,94.1,75.6,75.7,52.7,52.4,52,52.2,53.7,52.1,52.1,53,51.8,53.1,40.9,47.5,52.6,52.1,0,76.6,60.2,60,56.9,56.9,57.1,114.1,432.2,140.3,174.4,83.5,94.5,0,0,59.4,0,0,63.9,0,93.3,,0,14.4,3.3,3.6,4.7,4.2,2.9,2,3.3,1,11.4,30.5,2.3,0.8,2.8,2.8,0,16.2,28.6,108.6
20180527,32107,30287,1820,6.01,333.156,234.368,0,0,97.6,0,94.8,94.3,75.6,75.8,52.8,52.4,51.8,52,53.6,51.8,52.1,0,51.4,53,20,47.7,52.9,52.3,0,76.4,56.4,57.3,56.9,32.6,57.1,111,473,130.1,199.2,83,94.5,45.7,45.8,0,50.1,52.3,0,49.9,102.1,,0,14.3,3.2,3.2,4.8,4.2,2.9,0,3.7,1.2,15.9,65.6,0.5,0.8,3.6,2.9,0,7.7,5.1,0
20180528,37298,36007,1291,3.59,381.747,268.552,0,0,97.2,0,94.6,94.1,75.6,75.7,53.2,52.3,51.8,51.9,53.6,52.3,52,0,51.8,53,39.6,47.8,52.9,52.7,0,76.5,60.1,60,56.7,56.8,57.2,133.8,443.9,144.1,203.2,83.5,99.8,90.1,45.1,60.4,48.6,51.5,68.7,70.2,168.4,,44.7,14.5,9,16.8,4.7,4.2,2.8,3.9,1.9,0.6,54.6,93,2.9,0.5,3.2,4,0.3,20.6,6.9,90.8
20180529,37378,36329,1049,2.89,391.738,275.58,0,0,97.2,0,94.1,93.6,75.7,75.7,52.8,52.7,51.8,52.2,54.1,52.3,52,50.9,51.4,53,40,47.8,31.3,52.7,0,76.5,60,60,56.8,56.8,57.2,77.7,441.9,144.8,203.2,83.5,100.8,90,44,60.4,49.7,51.9,68.6,70.7,172.5,,44.8,15,16.8,35.1,18.7,17.8,11.4,3.8,3.8,1.3,46.8,88.9,1.9,0.5,4.1,3.8,0.4,17.7,3.3,100.9
20180530,38003,36771,1232,3.35,393.897,277.098,0,0,97.3,0,93.8,93.3,75.6,75.7,52.8,52.9,52,52,53.6,52.2,52.3,52.8,51.8,53,39.4,47.7,52.8,52.7,0,76.5,60.1,60,56.7,56.9,57.2,132.4,438,144.5,202,83.6,100.8,89.8,43.6,60.4,48.8,51.6,68.6,69.7,169.4,,45.1,15.1,14.6,30.7,9.5,8.3,6,0.5,1.5,1,54.1,91.9,1.5,0.5,3.3,2.2,0.3,18.1,4.4,104.1
20180531,38144,36713,1431,3.9,394.704,277.667,0,0,97.3,0,93.9,93.2,75.6,75.7,52.9,52.4,51.8,52,53.6,52.3,52.3,52.2,51.5,53.1,38.4,47.8,52.9,52,0,76.4,59.9,60,56.7,56.9,57.1,125.3,472.2,124.6,202.3,83.4,100.8,89.9,43.6,60.1,48.8,51.7,68.6,70.7,167.4,,44.8,15.1,6.4,4.1,9,8.3,6.3,3.7,3.2,1,53.1,114.4,3.9,0.6,3.9,3,0.4,19.2,10.4,93.7
20180601,35895,33549,2346,6.99,362.036,283.3,0,0,97.3,0,94.1,93.6,75.6,75.7,52.3,52.1,51.7,51.9,53.5,52.2,52,52,50.8,53,38.2,47.9,52.8,52.2,0,76.5,60.1,60.1,56.8,57,57.2,140.5,410.9,129,180.7,83.4,40.5,92,46.4,60.2,50.1,51.8,66.4,71.2,100.1,0,0,9.9,3.7,2.9,4.5,3.7,2.3,1.8,2.4,1.1,30.4,51.2,0.4,0.6,1.9,2.3,0.7,19.5,43.2,85.2
20180602,30991,29031,1960,6.75,323.435,253.094,0,0,97.5,0,94.2,93.6,75.7,75.7,0,28,20.4,51.5,51.8,51.1,52,52.3,18.2,52.9,39,47.7,52.9,34.5,0,76.5,60.1,60.1,56.7,56.9,57.2,64.3,433.9,106,203.5,83.7,40.5,0,0,60,50,0,66.3,0,100,0,0,13,3.5,4.8,4.6,4.1,2.5,0,2.1,0.8,33.3,68.8,0.5,0.7,1.5,2.1,0.5,18.3,44.7,100.9
20180603,30428,28480,1948,6.84,311.431,243.7,0,0,97.7,0,94.2,93.6,75.6,75.7,0,52.5,51.9,52.2,53.7,52.3,52.5,52.1,52,53,39,47.4,52.2,52.7,36.5,76.4,57.3,56.4,52,56.9,52.5,64.5,456.3,126.8,181.7,83.7,57.3,45.9,46.3,0,0,0,0,0,102.8,0,0,13,3.9,3.8,4.6,4,2.8,0,4.3,1.4,34.5,59.5,0.5,0.7,0.8,0,0,8.6,17.4,0
20180604,36878,34478,2400,6.96,359.97,281.682,0,0,97.8,0,93.8,93.3,75.6,75.6,0,52.5,51.6,52,53.6,52.2,52.3,52.1,52.1,53,39.9,47.6,52.9,52.6,56.3,76.6,60.1,60.1,56.8,56.8,57.2,134.9,479.5,131.3,201,83,90.1,90.7,44.5,59.9,49.4,50.6,67.9,70.7,103.4,0,0,15,5.7,6.4,4.6,4.1,2.7,1,1.9,0.7,13.9,45.4,3.4,0.6,4.2,2.3,0,13.1,14.2,104.7
20180605,37569,35302,2267,6.42,373.32,292.13,0,0,97.5,0,93.5,93,75.7,75.7,0,52.5,51.9,52,53.5,51.9,52.3,52.1,51.3,53,41.4,47.8,52.8,52.6,75.8,76.6,60.2,60,56.8,56.8,57.2,129.3,478.6,176.1,201,83.5,94.5,90.6,44.3,60.2,49.7,51.4,68.6,70.7,111.9,0,0,13.8,3.1,3.3,4.3,3.9,2.3,0.7,2,0.6,17.5,67.3,1.8,0.7,3.9,1,0,19.7,3,93.9
20180606,37988,35802,2186,6.11,377.702,295.558,0,0,97.6,0,93.8,93.1,75.7,75.7,0,52.5,51.8,52,53.3,52.5,52.3,52.1,51.8,52.9,40.9,47.9,52.4,52.5,75.8,76.6,60.1,60.1,56.9,56.9,57.2,134,477.1,178.2,198.6,83.5,94.5,90.4,45.6,60.2,49.5,50.9,68.7,71.8,145.2,0,0,13.9,6,3.5,4.4,3.9,2.5,2.9,2.6,1,17.3,68.4,2.5,0.8,2.7,3.6,0,18.7,7.9,92.6
20180607,38050,35702,2348,6.58,380.397,297.668,0,0,97.4,0,93.8,93.1,75.6,75.7,0,52.3,51.7,52.1,53.2,52.5,52,52.3,51.9,52.9,42.6,47.8,52.9,52.5,75.8,61.5,60.1,59.8,56.8,56.9,57.1,135,479.2,171.7,195.9,83.4,94.5,90.5,43.9,60.2,50,51.3,67.4,71.4,156,0,1.3,13.9,3.2,7,4.5,3.9,2.5,3.8,2.1,0.5,17.6,54,2.7,0.9,3.4,2.1,0,25.7,31,77.4
20180608,38280,36102,2178,6.03,380.466,297.721,0,0,97.3,7.4,93.8,93.2,75.6,75.7,0,52.2,51.8,52.1,53.2,52.4,52.2,52,50.6,52.9,39.9,47.9,52.9,52.8,75.6,76.3,60.2,59.8,56.8,56.9,57.2,134.3,469.6,182.2,200.4,82.7,94.5,89.9,43.5,60.1,49.7,51.2,68.6,70.9,120.3,0,0,14.4,3,3.9,4.4,3.9,2.1,3.8,4.3,2.2,42.5,79.6,2.7,0.8,2.8,2.4,0,20.1,12.8,93.5
20180609,33692,31775,1917,6.03,351.602,275.135,0,0,97.2,7.8,94,93.3,75.5,75.6,0,52.3,51.8,52.3,53.2,52.5,52.2,52,51,52.9,40.1,47.7,52.4,52.7,75.8,42.4,0,56.3,56.7,56.8,57.2,59.4,470.1,144.9,199.5,83.2,94.4,44.9,45.1,60.2,0,50.5,0,47.4,102.9,0,0,14.3,2.1,3.5,4.5,3.9,2.5,3.8,2.1,0.8,29.1,72.1,1.5,0.8,2.4,2.1,0,17.6,15.8,105.4
20180610,31637,29798,1839,6.17,329.054,257.491,0,0,97.6,37.6,93.8,93.2,75.6,75.8,0,52.5,52,52.4,53.2,52.5,52.4,51.8,51.3,53,39.1,47.8,0,52.9,75.6,21.5,60,59.7,51.9,52.1,57.2,61.7,475.6,191.5,199.7,83.4,94.4,44.9,0.1,0,0,25.6,0,49.2,102.3,0,0,14.4,3.3,2.7,4.4,4,3,3.8,2.3,0.9,56.7,35.7,3.8,0.8,4.1,2.5,0,11.6,1.7,0
20180611,35126,32557,2569,7.89,353.874,276.913,0,0,97.5,57.5,94,93.4,75.7,75.8,0,52.4,51.9,51.8,53.2,52.4,50.6,52,51.5,53,39.5,37.8,0,38,75.8,76.4,60,59.2,56.8,56.8,57.2,135.3,466,191,158.6,83.2,94.5,39.5,0,60.2,45.1,45.9,66.4,44.7,91.4,0,0,14.3,0.4,3.5,3.9,3.6,2.4,3.8,3.3,1.1,15,32.8,2,0.8,2,2.1,0,12,20.7,68.2
20180612,35695,33517,2178,6.5,357.799,279.984,0,0,97.6,49.8,94.1,93.5,75.6,75.6,52.1,52.4,51.7,51.8,53.2,52.5,52.3,52,51.7,52.9,38.9,26.2,52.5,32.5,75.8,76.5,60.1,59.2,56.6,56.8,57.1,141,388.2,173.7,185.7,83.2,94.5,39.7,43.6,60.1,46,0,66.4,72.5,100.8,0,0,13.9,3.1,3.8,3.6,3.1,2,3.8,2.1,0.5,16.8,34.6,0.2,0.8,4.7,3,0,17.1,24.1,91.8
20180613,36145,34034,2111,6.2,361.361,282.771,0,0,97.7,56,94.2,93.5,75.6,75.6,52.8,52.3,51.9,52.1,53.4,52.6,52.3,52.1,47.8,53.1,39.3,33.1,52.2,37.3,75.7,21.4,60,59.8,56.7,56.8,57.1,141.2,415.8,173.7,183.1,83.1,94.5,45.2,0,60.1,49.5,51,68.4,69.6,101.2,0,0,13.9,3.2,2.2,4.3,3.7,2.4,1.8,1.9,0.6,41,68,1.9,0.7,2.9,1.9,0,21.7,12.2,74.1
20180614,35928,33737,2191,6.49,361.363,282.772,0,0,97.8,58.6,94.1,93.4,75.2,0,52.9,52.7,51.9,52.1,53.4,52.6,52.4,52,50.8,53,38.9,47.7,52.8,42.2,75.7,76.4,60.2,59.7,56.7,56.8,57.2,149,408.5,174.4,184.3,82.7,94.5,67,44.9,60.1,49.5,50.8,66.1,72.5,88,0,0,13,3,2.4,4.3,3.7,2.4,0,2.5,0.4,4.6,43.7,0.5,0.5,0,0,0,8.1,45.3,54.4
20180615,33730,31614,2116,6.69,344.5,269.578,0,0,97.7,78.3,94.1,93.6,75.5,0,52.7,52.4,0,52.2,53.3,52.6,52.5,52,50.6,53,38.6,28.2,52.9,28.6,75.7,76.5,60.1,59.2,52.2,56.8,31.4,151.3,388.7,172.9,181.6,72.2,94.5,46,0,60.1,49.8,51.1,66.3,49.2,87.6,0,0,13,0,2,5.4,4.6,3.8,1.8,3.3,1,15.2,32.9,3.1,0.6,2.6,0,0,17.8,43.7,43.4
